time,value
2024-04-22T20:06:40.938203674Z,83
2024-04-22T20:06:41.592830604Z,84
2024-04-22T20:06:42.244372524Z,85
2024-04-22T20:06:42.866236542Z,86
2024-04-22T20:06:43.476420799Z,87
2024-04-22T20:06:44.142913332Z,88
2024-04-22T20:06:44.772458836Z,89
2024-04-22T20:06:45.470454519Z,90
2024-04-22T20:06:46.279992261Z,89
2024-04-22T20:06:47.107221681Z,86
2024-04-22T20:06:48.728420704Z,84
2024-04-22T20:06:49.550876747Z,82
2024-04-22T20:06:50.320871685Z,80
2024-04-22T20:06:51.057659562Z,79
2024-04-22T20:06:51.756605497Z,78
2024-04-22T20:06:52.509664356Z,77
2024-04-22T20:06:53.320224758Z,76
2024-04-22T20:06:54.878590606Z,77
2024-04-22T20:06:57.358232464Z,76
2024-04-22T20:06:58.244099355Z,75
2024-04-22T20:06:59.952251293Z,73
2024-04-22T20:07:00.81035196Z,72
2024-04-22T20:07:04.060350828Z,71
2024-04-22T20:07:06.496416346Z,72
2024-04-22T20:07:08.150875219Z,73
2024-04-22T20:07:08.896990118Z,74
2024-04-22T20:07:10.40424471Z,75
2024-04-22T20:07:11.948372479Z,76
2024-04-22T20:07:12.678995841Z,77
2024-04-22T20:07:14.209014764Z,78
2024-04-22T20:07:21.063928818Z,79
2024-04-22T20:07:24.030197016Z,80
2024-04-22T20:07:24.737462756Z,81
2024-04-22T20:07:29.85626784Z,82
2024-04-22T20:07:33.488394601Z,83
2024-04-22T20:07:34.257685177Z,82
2024-04-22T20:07:35.060239948Z,81
2024-04-22T20:07:36.616166324Z,80
2024-04-22T20:07:37.422369397Z,79
2024-04-22T20:07:40.372429638Z,78
2024-04-22T20:07:41.788129938Z,79
2024-04-22T20:07:42.487003413Z,80
2024-04-22T20:07:43.222381587Z,81
2024-04-22T20:07:44.598523968Z,83
2024-04-22T20:07:45.522040504Z,81
2024-04-22T20:07:47.068085544Z,80
2024-04-22T20:07:49.310195894Z,79
2024-04-22T20:07:52.269182635Z,78
2024-04-22T20:07:52.996396873Z,80
2024-04-22T20:07:53.724601231Z,81
2024-04-22T20:07:55.084198737Z,82
2024-04-22T20:07:55.780640219Z,83
2024-04-22T20:07:56.470161269Z,84
2024-04-22T20:07:59.761685377Z,88
2024-04-22T20:08:00.274158183Z,92
2024-04-22T20:08:00.814267548Z,98
2024-04-22T20:08:01.319529101Z,103
2024-04-22T20:08:01.822443964Z,102
2024-04-22T20:08:02.337946333Z,106
2024-04-22T20:08:02.852172977Z,114
2024-04-22T20:08:03.808459224Z,117
2024-04-22T20:08:04.496395097Z,116
2024-04-22T20:08:05.198064739Z,111
2024-04-22T20:08:05.889277678Z,105
2024-04-22T20:08:06.628418384Z,98
2024-04-22T20:08:07.366329586Z,92
2024-04-22T20:08:08.724154364Z,91
2024-04-22T20:08:09.259884608Z,89
2024-04-22T20:08:09.766174589Z,100
2024-04-22T20:08:10.416123984Z,101
2024-04-22T20:08:11.264299852Z,98
2024-04-22T20:08:12.032203935Z,97
2024-04-22T20:08:13.588345127Z,96
2024-04-22T20:08:15.11039998Z,93
2024-04-22T20:08:15.89870853Z,89
2024-04-22T20:08:16.668302444Z,84
2024-04-22T20:08:17.446659867Z,78
2024-04-22T20:08:18.214267049Z,77
2024-04-22T20:08:20.630230348Z,76
2024-04-22T20:08:25.246267799Z,77
2024-04-22T20:08:27.47276468Z,78
2024-04-22T20:08:28.212372137Z,79
2024-04-22T20:08:28.940140938Z,80
2024-04-22T20:08:29.614187584Z,81
2024-04-22T20:08:30.140377416Z,86
2024-04-22T20:08:30.658539099Z,91
2024-04-22T20:08:34.856022758Z,90
2024-04-22T20:08:35.626243313Z,89
2024-04-22T20:08:37.096149104Z,84
2024-04-22T20:08:37.832104117Z,80
2024-04-22T20:08:39.988265371Z,81
2024-04-22T20:08:41.400193695Z,82
2024-04-22T20:08:41.946116972Z,84
2024-04-22T20:08:42.858284329Z,82
2024-04-22T20:08:45.948101658Z,81
2024-04-22T20:08:46.756592161Z,80
2024-04-22T20:08:47.558134625Z,79
2024-04-22T20:08:48.374296574Z,78
2024-04-22T20:08:49.212222617Z,77
2024-04-22T20:08:49.942927457Z,75
2024-04-22T20:08:50.676851052Z,77
2024-04-22T20:08:57.796360467Z,76
2024-04-22T20:08:59.842282813Z,78
2024-04-22T20:09:00.344208389Z,82
2024-04-22T20:09:00.888433447Z,83
2024-04-22T20:09:02.424480579Z,85
2024-04-22T20:09:04.778603983Z,86
2024-04-22T20:09:07.012468193Z,83
2024-04-22T20:09:07.760568414Z,79
2024-04-22T20:09:10.738760304Z,80
2024-04-22T20:09:12.152123443Z,81
2024-04-22T20:09:13.532247571Z,82
2024-04-22T20:09:14.04928342Z,86
2024-04-22T20:09:14.56605072Z,91
2024-04-22T20:09:15.082311968Z,97
2024-04-22T20:09:15.594398217Z,102
2024-04-22T20:09:16.108107032Z,100
2024-04-22T20:09:16.756160054Z,99
2024-04-22T20:09:20.25221018Z,96
2024-04-22T20:09:20.867984798Z,92
2024-04-22T20:09:21.452696629Z,88
2024-04-22T20:09:22.078397162Z,86
2024-04-22T20:09:22.702399938Z,89
2024-04-22T20:09:23.362223427Z,91
2024-04-22T20:09:23.984360234Z,92
2024-04-22T20:09:24.618364589Z,94
2024-04-22T20:09:25.196042829Z,95
2024-04-22T20:09:25.708274913Z,101
2024-04-22T20:09:26.22275671Z,107
2024-04-22T20:09:26.727471361Z,106
2024-04-22T20:09:27.234173159Z,107
2024-04-22T20:09:27.75402644Z,114
2024-04-22T20:09:28.29812691Z,117
2024-04-22T20:09:28.809418621Z,120
2024-04-22T20:09:29.318500871Z,121
2024-04-22T20:09:29.840959606Z,136
2024-04-22T20:09:30.358509591Z,131
2024-04-22T20:09:30.876333512Z,140
2024-04-22T20:09:31.394223915Z,148
2024-04-22T20:09:31.974399301Z,144
2024-04-22T20:09:32.478194416Z,148
2024-04-22T20:09:32.992052755Z,155
2024-04-22T20:09:33.500586657Z,160
2024-04-22T20:09:34.352349367Z,154
2024-04-22T20:09:34.900230887Z,146
2024-04-22T20:09:35.484250964Z,137
2024-04-22T20:09:36.128227299Z,127
2024-04-22T20:09:37.356287971Z,121
2024-04-22T20:09:37.952152995Z,116
2024-04-22T20:09:38.574209887Z,109
2024-04-22T20:09:39.344122516Z,104
2024-04-22T20:09:40.114365316Z,96
2024-04-22T20:09:40.85827172Z,92
2024-04-22T20:09:41.590340088Z,90
2024-04-22T20:09:42.472175469Z,86
2024-04-22T20:09:43.330042581Z,83
2024-04-22T20:09:44.094683433Z,81
2024-04-22T20:09:44.820157721Z,80
2024-04-22T20:09:45.586788282Z,78
2024-04-22T20:09:46.372074853Z,77
2024-04-22T20:09:47.81548988Z,78
2024-04-22T20:09:48.70633627Z,76
2024-04-22T20:09:49.54243025Z,75
2024-04-22T20:09:50.324185349Z,76
2024-04-22T20:09:51.058642858Z,77
2024-04-22T20:09:52.694786198Z,76
2024-04-22T20:09:54.138239504Z,77
2024-04-22T20:09:55.026479351Z,75
2024-04-22T20:09:55.870233458Z,74
2024-04-22T20:09:56.564243802Z,76
2024-04-22T20:09:57.334246077Z,77
2024-04-22T20:09:58.948381337Z,76
2024-04-22T20:09:59.649430161Z,77
2024-04-22T20:10:00.158646319Z,81
2024-04-22T20:10:00.674209774Z,85
2024-04-22T20:10:01.207761887Z,90
2024-04-22T20:10:01.720402482Z,96
2024-04-22T20:10:02.234333095Z,94
2024-04-22T20:10:03.754443949Z,93
2024-04-22T20:10:06.188430259Z,92
2024-04-22T20:10:07.012272841Z,86
2024-04-22T20:10:07.844090129Z,80
2024-04-22T20:10:08.722145692Z,75
2024-04-22T20:10:09.524073979Z,72
2024-04-22T20:10:10.33076918Z,74
2024-04-22T20:10:11.134313559Z,73
2024-04-22T20:10:12.628178067Z,74
2024-04-22T20:10:13.391172502Z,75
2024-04-22T20:10:14.208807734Z,74
2024-04-22T20:10:15.794218254Z,75
2024-04-22T20:10:16.636299125Z,76
2024-04-22T20:10:17.480485061Z,75
2024-04-22T20:10:19.024246936Z,76
2024-04-22T20:10:19.840396996Z,75
2024-04-22T20:10:22.124098576Z,76
2024-04-22T20:10:23.722132514Z,75
2024-04-22T20:10:24.494347442Z,76
2024-04-22T20:10:25.282592491Z,77
2024-04-22T20:10:28.277986582Z,78
2024-04-22T20:10:29.703941292Z,79
2024-04-22T20:10:30.218233688Z,82
2024-04-22T20:10:30.726085598Z,88
2024-04-22T20:10:31.249960247Z,104
2024-04-22T20:10:31.756363087Z,113
2024-04-22T20:10:32.276156723Z,131
2024-04-22T20:10:32.791021953Z,146
2024-04-22T20:10:33.298066064Z,148
2024-04-22T20:10:33.804288165Z,154
2024-04-22T20:10:34.330169267Z,161
2024-04-22T20:10:34.838211299Z,146
2024-04-22T20:10:35.39412911Z,130
2024-04-22T20:10:36.212219562Z,116
2024-04-22T20:10:37.016187068Z,105
2024-04-22T20:10:37.749366142Z,101
2024-04-22T20:10:38.486584384Z,94
2024-04-22T20:10:39.286220611Z,87
2024-04-22T20:10:40.068471485Z,86
2024-04-22T20:10:40.809332295Z,83
2024-04-22T20:10:41.586390817Z,78
2024-04-22T20:10:42.357115581Z,77
2024-04-22T20:10:46.982507759Z,78
2024-04-22T20:10:50.118121325Z,77
2024-04-22T20:10:50.87251714Z,78
2024-04-22T20:10:55.412463717Z,77
2024-04-22T20:11:00.109173852Z,78
2024-04-22T20:11:00.63388398Z,81
2024-04-22T20:11:01.146333679Z,85
2024-04-22T20:11:01.642281416Z,97
2024-04-22T20:11:02.509099018Z,95
2024-04-22T20:11:03.144811528Z,98
2024-04-22T20:11:03.988132148Z,97
2024-04-22T20:11:04.748242326Z,98
2024-04-22T20:11:06.283431847Z,97
2024-04-22T20:11:07.010172852Z,93
2024-04-22T20:11:07.754282697Z,88
2024-04-22T20:11:08.452329267Z,84
2024-04-22T20:11:09.200371483Z,79
2024-04-22T20:11:09.939884164Z,81
2024-04-22T20:11:10.624018255Z,80
2024-04-22T20:11:11.35854192Z,81
2024-04-22T20:11:12.822349017Z,82
2024-04-22T20:11:14.218149326Z,83
2024-04-22T20:11:15.620219617Z,84
2024-04-22T20:11:19.870504572Z,85
2024-04-22T20:11:20.668135511Z,84
2024-04-22T20:11:21.418170098Z,83
2024-04-22T20:11:22.209457675Z,82
2024-04-22T20:11:23.738478869Z,80
2024-04-22T20:11:27.082671947Z,83
2024-04-22T20:11:27.600358873Z,89
2024-04-22T20:11:28.113395634Z,101
2024-04-22T20:11:28.774123945Z,102
2024-04-22T20:11:29.470365147Z,104
2024-04-22T20:11:30.00232458Z,112
2024-04-22T20:11:30.510410243Z,119
2024-04-22T20:11:31.029259131Z,143
2024-04-22T20:11:31.53645659Z,148
2024-04-22T20:11:32.042900512Z,137
2024-04-22T20:11:32.560254894Z,138
2024-04-22T20:11:33.070266584Z,149
2024-04-22T20:11:33.576162056Z,163
2024-04-22T20:11:34.0903507Z,148
2024-04-22T20:11:34.596161591Z,140
2024-04-22T20:11:35.370327676Z,126
2024-04-22T20:11:36.218325078Z,111
2024-04-22T20:11:37.075588213Z,100
2024-04-22T20:11:37.840218279Z,98
2024-04-22T20:11:38.540294593Z,94
2024-04-22T20:11:39.312348926Z,87
2024-04-22T20:11:40.156397881Z,81
2024-04-22T20:11:40.8527931Z,78
2024-04-22T20:11:42.384445303Z,77
2024-04-22T20:11:43.189197184Z,76
2024-04-22T20:11:43.983261482Z,77
2024-04-22T20:11:44.720649394Z,78
2024-04-22T20:11:46.294129052Z,77
2024-04-22T20:11:47.848963932Z,78
2024-04-22T20:11:48.620284218Z,77
2024-04-22T20:11:49.418728801Z,76
2024-04-22T20:11:50.906109213Z,77
2024-04-22T20:11:51.682251767Z,78
2024-04-22T20:11:52.478144179Z,77
2024-04-22T20:11:54.772246001Z,78
2024-04-22T20:11:55.546012482Z,77
2024-04-22T20:11:59.534108003Z,76
2024-04-22T20:12:01.070250471Z,77
2024-04-22T20:12:01.873044786Z,76
2024-04-22T20:12:04.136372106Z,77
2024-04-22T20:12:07.184354778Z,78
2024-04-22T20:12:07.880124906Z,79
2024-04-22T20:12:10.168429355Z,80
2024-04-22T20:12:11.682042633Z,79
2024-04-22T20:12:13.176057397Z,80
2024-04-22T20:12:16.088344904Z,81
2024-04-22T20:12:17.494395935Z,82
2024-04-22T20:12:19.718100156Z,83
2024-04-22T20:12:21.184713813Z,82
2024-04-22T20:12:22.616644212Z,83
2024-04-22T20:12:23.316501037Z,82
2024-04-22T20:12:27.810250014Z,81
2024-04-22T20:12:33.009236414Z,80
2024-04-22T20:12:33.824350578Z,79
2024-04-22T20:12:36.899462823Z,78
2024-04-22T20:12:40.544108901Z,79
2024-04-22T20:12:41.277013954Z,80
2024-04-22T20:12:43.517084424Z,81
2024-04-22T20:12:45.084900979Z,80
2024-04-22T20:12:45.92407253Z,79
2024-04-22T20:12:47.456250014Z,78
2024-04-22T20:12:52.826110896Z,77
2024-04-22T20:12:53.604116647Z,78
2024-04-22T20:12:55.794155535Z,79
2024-04-22T20:12:56.566048418Z,78
2024-04-22T20:12:57.2982744Z,79
2024-04-22T20:12:58.890234546Z,78
2024-04-22T20:13:01.198734177Z,79
2024-04-22T20:13:01.972684953Z,78
2024-04-22T20:13:03.520232666Z,77
2024-04-22T20:13:04.290087492Z,78
2024-04-22T20:13:05.049594502Z,77
2024-04-22T20:13:05.896328867Z,76
2024-04-22T20:13:06.660327158Z,77
2024-04-22T20:13:10.420185563Z,78
2024-04-22T20:13:13.460425228Z,79
2024-04-22T20:13:16.510230542Z,80
2024-04-22T20:13:17.278316392Z,79
2024-04-22T20:13:18.082010566Z,78
2024-04-22T20:13:21.192738553Z,77
2024-04-22T20:13:26.546382772Z,78
2024-04-22T20:13:28.136001039Z,77
2024-04-22T20:13:28.904327436Z,78
2024-04-22T20:13:30.33607121Z,79
2024-04-22T20:13:30.852251036Z,82
2024-04-22T20:13:31.356208419Z,87
2024-04-22T20:13:31.890170473Z,91
2024-04-22T20:13:32.410217308Z,103
2024-04-22T20:13:32.922615152Z,112
2024-04-22T20:13:34.650200851Z,120
2024-04-22T20:13:35.166796642Z,130
2024-04-22T20:13:35.674264763Z,139
2024-04-22T20:13:36.188444931Z,143
2024-04-22T20:13:36.696119576Z,146
2024-04-22T20:13:37.209415351Z,139
2024-04-22T20:13:37.716179976Z,159
2024-04-22T20:13:38.22419397Z,151
2024-04-22T20:13:38.954266562Z,140
2024-04-22T20:13:39.722172141Z,126
2024-04-22T20:13:40.52245899Z,112
2024-04-22T20:13:41.366242173Z,102
2024-04-22T20:13:42.100144539Z,94
2024-04-22T20:13:42.84233498Z,90
2024-04-22T20:13:43.581520658Z,84
2024-04-22T20:13:44.273235247Z,82
2024-04-22T20:13:45.008315697Z,77
2024-04-22T20:13:45.744265994Z,80
2024-04-22T20:13:51.174481947Z,79
2024-04-22T20:13:51.984287691Z,78
2024-04-22T20:13:52.722596208Z,77
2024-04-22T20:13:54.302179344Z,76
2024-04-22T20:13:58.917761674Z,77
2024-04-22T20:13:59.64273798Z,78
2024-04-22T20:14:00.790480999Z,82
2024-04-22T20:14:01.291160217Z,89
2024-04-22T20:14:01.804224873Z,97
2024-04-22T20:14:02.316120588Z,107
2024-04-22T20:14:02.848668822Z,115
2024-04-22T20:14:03.356504773Z,136
2024-04-22T20:14:04.148367434Z,134
2024-04-22T20:14:04.932276475Z,131
2024-04-22T20:14:05.708286131Z,122
2024-04-22T20:14:06.398240899Z,112
2024-04-22T20:14:07.161007165Z,102
2024-04-22T20:14:07.938109384Z,99
2024-04-22T20:14:08.698777666Z,93
2024-04-22T20:14:09.436162546Z,88
2024-04-22T20:14:10.172527456Z,83
2024-04-22T20:14:10.978086182Z,78
2024-04-22T20:14:11.724423728Z,79
2024-04-22T20:14:12.450231325Z,80
2024-04-22T20:14:14.032232669Z,78
2024-04-22T20:14:16.428253761Z,77
2024-04-22T20:14:19.53260426Z,76
2024-04-22T20:14:20.188265725Z,77
2024-04-22T20:14:20.696506298Z,80
2024-04-22T20:14:21.220830227Z,85
2024-04-22T20:14:21.723890582Z,90
2024-04-22T20:14:22.238120166Z,103
2024-04-22T20:14:22.748489158Z,126
2024-04-22T20:14:24.217962749Z,128
2024-04-22T20:14:24.995124313Z,125
2024-04-22T20:14:25.72452335Z,119
2024-04-22T20:14:26.516230432Z,111
2024-04-22T20:14:27.314994448Z,102
2024-04-22T20:14:28.076260345Z,96
2024-04-22T20:14:28.832220354Z,91
2024-04-22T20:14:29.672664501Z,83
2024-04-22T20:14:30.309347365Z,79
2024-04-22T20:14:30.81637045Z,82
2024-04-22T20:14:31.33036661Z,85
2024-04-22T20:14:31.83606779Z,98
2024-04-22T20:14:32.364418185Z,107
2024-04-22T20:14:32.867957497Z,127
2024-04-22T20:14:33.630360662Z,125
2024-04-22T20:14:34.332187148Z,129
2024-04-22T20:14:34.874316867Z,135
2024-04-22T20:14:35.374569083Z,139
2024-04-22T20:14:35.87824586Z,141
2024-04-22T20:14:36.390208601Z,138
2024-04-22T20:14:36.908170541Z,141
2024-04-22T20:14:37.424495514Z,160
2024-04-22T20:14:37.932315537Z,176
2024-04-22T20:14:38.444302899Z,192
2024-04-22T20:14:38.96418441Z,196
2024-04-22T20:14:39.744405151Z,169
2024-04-22T20:14:40.582726441Z,147
2024-04-22T20:14:41.360332438Z,129
2024-04-22T20:14:42.178000539Z,116
2024-04-22T20:14:42.850260273Z,110
2024-04-22T20:14:43.614080027Z,102
2024-04-22T20:14:44.312600082Z,95
2024-04-22T20:14:45.063230755Z,88
2024-04-22T20:14:45.814254224Z,82
2024-04-22T20:14:46.522194444Z,79
2024-04-22T20:14:48.050401945Z,80
2024-04-22T20:14:50.378782902Z,79
2024-04-22T20:14:51.142381084Z,80
2024-04-22T20:14:51.910559461Z,79
2024-04-22T20:14:52.724276884Z,78
2024-04-22T20:14:54.282454835Z,77
2024-04-22T20:14:55.920202508Z,76
2024-04-22T20:14:58.292362119Z,75
2024-04-22T20:15:00.390368388Z,78
2024-04-22T20:15:00.892345538Z,83
2024-04-22T20:15:01.404942425Z,95
2024-04-22T20:15:01.914156358Z,104
2024-04-22T20:15:02.428370395Z,126
2024-04-22T20:15:02.934170302Z,159
2024-04-22T20:15:03.443140793Z,179
2024-04-22T20:15:03.956306268Z,192
2024-04-22T20:15:04.468276171Z,178
2024-04-22T20:15:04.990113338Z,177
2024-04-22T20:15:05.50232702Z,178
2024-04-22T20:15:06.020433362Z,151
2024-04-22T20:15:06.606735828Z,136
2024-04-22T20:15:07.404197419Z,123
2024-04-22T20:15:08.204205509Z,113
2024-04-22T20:15:09.010186655Z,103
2024-04-22T20:15:09.820044417Z,95
2024-04-22T20:15:10.590194806Z,92
2024-04-22T20:15:11.326379017Z,86
2024-04-22T20:15:12.110577618Z,81
2024-04-22T20:15:12.816633721Z,77
2024-04-22T20:15:13.544531243Z,78
2024-04-22T20:15:18.920161709Z,79
2024-04-22T20:15:19.436159874Z,82
2024-04-22T20:15:19.938221742Z,87
2024-04-22T20:15:20.450258085Z,100
2024-04-22T20:15:20.958149941Z,106
2024-04-22T20:15:21.466252739Z,116
2024-04-22T20:15:21.980375279Z,117
2024-04-22T20:15:22.492188595Z,118
2024-04-22T20:15:23.256252492Z,119
2024-04-22T20:15:24.002612689Z,118
2024-04-22T20:15:24.744254991Z,111
2024-04-22T20:15:25.504324246Z,103
2024-04-22T20:15:26.214230002Z,97
2024-04-22T20:15:26.948187926Z,91
2024-04-22T20:15:27.669487207Z,86
2024-04-22T20:15:28.394270667Z,81
2024-04-22T20:15:32.186908212Z,80
2024-04-22T20:15:35.049775984Z,81
2024-04-22T20:15:35.67250211Z,82
2024-04-22T20:15:36.318584746Z,83
2024-04-22T20:15:36.990122088Z,85
2024-04-22T20:15:37.654271218Z,86
2024-04-22T20:15:38.958260354Z,88
2024-04-22T20:15:39.470468646Z,94
2024-04-22T20:15:39.984192062Z,108
2024-04-22T20:15:40.494164687Z,114
2024-04-22T20:15:41.009499753Z,133
2024-04-22T20:15:42.958780391Z,131
2024-04-22T20:15:43.69250072Z,127
2024-04-22T20:15:44.426193453Z,117
2024-04-22T20:15:45.234216624Z,106
2024-04-22T20:15:46.042290133Z,99
2024-04-22T20:15:46.782114468Z,92
2024-04-22T20:15:47.564293789Z,86
2024-04-22T20:15:48.338330375Z,80
2024-04-22T20:15:49.220229178Z,77
2024-04-22T20:15:49.99457972Z,76
2024-04-22T20:15:52.358174985Z,75
2024-04-22T20:15:55.672268279Z,74
2024-04-22T20:15:56.494270199Z,73
2024-04-22T20:15:57.240422962Z,74
2024-04-22T20:15:58.920174245Z,73
2024-04-22T20:16:03.737632599Z,74
2024-04-22T20:16:07.736259652Z,75
2024-04-22T20:16:10.884830444Z,76
2024-04-22T20:16:11.660306187Z,75
2024-04-22T20:16:13.234142985Z,76
2024-04-22T20:16:13.970087921Z,77
2024-04-22T20:16:16.242500151Z,78
2024-04-22T20:16:16.900296545Z,79
2024-04-22T20:16:17.412415643Z,83
2024-04-22T20:16:17.932405379Z,89
2024-04-22T20:16:18.44999306Z,91
2024-04-22T20:16:18.966723906Z,104
2024-04-22T20:16:19.592481531Z,106
2024-04-22T20:16:20.284432714Z,108
2024-04-22T20:16:21.058219569Z,107
2024-04-22T20:16:22.63245213Z,105
2024-04-22T20:16:23.398634152Z,99
2024-04-22T20:16:24.168281094Z,91
2024-04-22T20:16:24.976139152Z,89
2024-04-22T20:16:25.73244158Z,85
2024-04-22T20:16:26.542164102Z,79
2024-04-22T20:16:27.23451987Z,78
2024-04-22T20:16:28.006234805Z,77
2024-04-22T20:16:29.536198555Z,78
2024-04-22T20:16:31.910302588Z,77
2024-04-22T20:16:32.683465466Z,78
2024-04-22T20:16:34.099058765Z,79
2024-04-22T20:16:34.608374717Z,82
